"cliente","oficina","ingresos","viviendatipo","viviendavalor","estadocivil","lineasdevale","montosdelineas","dependientes","fechanacimiento","default"
"3318674","33","0","familiar","300000","casado","2","100000","0","19630409","0"
"3318675","33","0","familiar","400000","casado","3","130000","3","19890211","0"
"3318681","33","0","","250000","casado","2","120601","0","19600608","0"
"3318682","33","5596","","250000","casado","0","0","1","19890928","0"
"3318689","33","0","familiar","300000","soltero","3","682104","1","19630421","0"
"3318718","33","41800","familiar","350000","casado","5","210000","2","19900303","1"
"3318767","33","0","propia","250000","casado","3","116500","1","19881231","1"
"3318836","33","13300","propia","600000","soltero","1","14624","2","19810409","0"
"3318913","33","0","propia","350000","casado","2","207907","3","19801226","0"
"3318935","33","0","familiar","300000","casado","3","115000","2","19680801","0"
"3318936","33","0","familiar","250000","casado","3","115000","1","19761028","0"
"3318937","33","0","propia","300000","soltero","4","310411","0","19650301","0"
"3318940","33","0","propia","430000","casado","2","214286.87","1","19601018","0"
"3318941","33","0","familiar","250000","casado","2","108973.38","3","19781001","0"
"3318943","33","0","familiar","280000","union_libre","1","135000","3","19730128","1"
"3318964","33","2913","propia","360000","soltero","1","20000","1","19600802","0"
"3319059","33","0","familiar","250000","union_libre","3","90000","2","19870701","0"
"3319060","33","0","familiar","250000","casado","4","444799","1","19681014","0"
"3319061","33","0","familiar","300000","casado","3","175840","5","19750831","0"
"3319068","33","24200","familiar","351992","casado","2","31377","1","19901223","0"
"3319116","33","0","familiar","300000","soltero","2","202000","0","19930926","0"
"3319117","33","0","propia","300000","casado","2","29275","0","19771024","0"
"3319130","33","28600","familiar","350000","casado","2","144000","0","19681218","0"
"3319213","59","0","familiar","250000","union_libre","2","100000","2","19740829","0"
"331922","3","8000","propia","250000","soltero","2","130000","0","19741021","1"
"331923","3","21000","familiar","250000","casado","5","296000","0","19631218","0"
"3319249","33","0","familiar","250000","casado","1","54889","1","19641124","0"
"3319250","33","4862","familiar","250000","union_libre","2","29452","2","19880830","0"
"3319251","33","0","familiar","250000","union_libre","2","51500","2","19710110","1"
"3319252","33","0","familiar","600000","casado","3","244404","2","19670914","0"
"3319277","33","16600","familiar","404000","casado","1","35000","1","19821125","1"
"3319281","33","0","propia","400000","casado","4","334602","0","19590914","0"
"3319286","33","0","familiar","400000","casado","2","121000","2","19811024","0"
"3319287","33","0","propia","376000","soltero","2","94000","0","19650824","0"
"3319288","33","0","familiar","350000","casado","2","35000","2","19850702","1"
"3319289","33","0","propia","193000","casado","3","95619","0","19710324","0"
"3319311","33","0","familiar","500000","casado","4","155000","1","19751110","1"
"331933","3","27000","familiar","250000","casado","4","364000","2","19720302","0"
"3319350","33","0","familiar","195000","casado","3","221642","2","19660721","1"
"3319438","33","32820","familiar","1500000","casado","5","428883","3","19850805","0"
"3319457","33","0","familiar","900000","casado","2","356812","2","19601211","0"
"3319458","33","0","familiar","250000","union_libre","3","158000","0","19740726","0"
"3319459","33","0","familiar","350000","casado","3","330053","2","19670610","0"
"3319477","33","17419.14","propia","350000","union_libre","2","67237","1","19930403","0"
"3319538","33","0","familiar","400000","casado","3","95000","2","19641104","0"
"3319539","33","0","familiar","800000","casado","4","277230","3","19860913","0"
"3319583","33","0","propia","250000","union_libre","3","168387","2","19781123","0"
"3319606","33","0","familiar","450000","casado","1","46570","0","19650114","0"
"3319607","33","0","familiar","1600000","casado","2","70000","2","19690728","1"
"3319608","33","0","familiar","200000","casado","3","145000","0","19760329","1"
"3319609","33","0","familiar","250000","union_libre","1","90000","4","19730727","1"
"3319610","33","0","propia","286000","casado","6","1032602","1","19860410","0"
"3319611","33","0","propia","1000000","union_libre","2","82174","1","19660916","0"
"3319612","33","0","familiar","500000","casado","0","0","1","19690226","0"
"3319686","33","0","propia","374000","soltero","2","45000","0","19700701","0"
"3319765","33","39300","familiar","1200000","union_libre","5","279951","0","19650720","0"
"3319766","33","15200","familiar","250000","casado","1","35000","1","19760924","0"
"3319767","33","19200","familiar","400000","casado","5","351252","1","19850129","0"
"3319801","33","19200","familiar","220000","union_libre","1","40000","1","19840528","1"
"3319810","33","15600","propia","380000","casado","2","78737","3","19810128","1"
"3319863","33","0","familiar","0","casado","0","0","0","19670114","0"
"3319864","33","20900","familiar","300000","casado","5","306556","1","19751024","1"
"3319866","33","26500","familiar","500000","casado","6","322000","3","19740811","0"
"3319953","33","50900","propia","600000","union_libre","5","293000","1","19651211","0"
"3319954","33","19000","familiar","300000","casado","2","127000","2","19630817","1"
"3319955","33","14600","familiar","600000","casado","2","154633","2","19841107","0"
"3319956","33","15200","familiar","600000","casado","1","80000","2","19701022","0"
"3319958","33","20000","familiar","200000","casado","1","289000","1","19750715","0"
"3319968","33","17600","propia","550000","casado","1","50790","0","19730716","1"
"3319969","33","0","familiar","0","casado","0","0","0","19710812","0"
"3319990","33","21500","propia","410000","casado","2","64887","1","19691230","0"
"332000","3","17800","propia","350000","union_libre","4","124442.28","3","19840222","0"
"3320007","33","13420","propia","310000","casado","1","56281","1","19900816","0"
"3320015","33","44800","familiar","400000","union_libre","4","876770","3","19830906","0"
"3320060","33","33300","familiar","600000","casado","2","150000","0","19650405","0"
"3320104","33","13600","familiar","500000","soltero","4","176100","2","19780720","0"
"3320114","33","20300","familiar","450000","casado","3","140000","3","19840827","1"
"3320208","33","11500","familiar","250000","casado","1","65000","2","19750326","1"
"3320230","33","18000","familiar","300000","casado","0","0","3","19830718","0"
"3320246","33","13800","familiar","700000","casado","1","70000","1","19640928","0"
"3320293","33","21869","familiar","380000","union_libre","4","254600","1","19630127","1"
"3320300","33","17400","propia","700000","casado","2","159000","4","19710122","0"
"3320301","33","11000","propia","300000","casado","1","40000","2","19860512","1"
"3320346","33","13700","familiar","250000","soltero","1","65000","0","19620517","1"
"3320350","33","10500","familiar","800000","soltero","3","258000","2","19640826","0"
"3320351","33","26000","familiar","600000","casado","2","119000","2","19870508","0"
"3320352","33","16000","familiar","700000","soltero","3","155400","1","19780203","0"
"3320393","33","25400","familiar","600000","casado","4","408757","0","19550408","0"
"3320460","33","22200","familiar","800000","casado","0","0","1","19680527","0"
"3320491","33","24600","familiar","600000","casado","2","144303","0","19740115","0"
"3320500","33","17200","familiar","300000","casado","3","129000","3","19851010","0"
"3320516","33","19400","familiar","400000","union_libre","1","20000","1","19680505","1"
"3320518","33","22770","familiar","650000","union_libre","2","149000","2","19800620","0"
"3320522","33","14200","familiar","400000","casado","2","34000","3","19830527","0"
"3320534","33","22800","familiar","350000","casado","4","347000","2","19910110","1"
"3320535","33","18300","propia","300000","casado","1","66000","1","19730728","1"
"3320536","33","17300","propia","300000","soltero","3","135000","0","19650620","1"
"3320544","33","17200","propia","250000","soltero","1","25000","2","19690531","0"
"3320647","33","27900","familiar","500000","casado","1","70000","2","19890811","1"
"3320662","33","25000","familiar","350000","casado","3","370327","1","19730426","0"
"3320663","33","36400","familiar","400000","soltero","2","146440","3","19640629","0"
"332068","3","32600","familiar","250000","casado","4","334000","2","19760715","0"
"3320692","33","16600","familiar","250000","casado","1","45000","3","19801013","1"
"3320699","33","17000","familiar","280000","casado","1","67000","1","19671119","1"
"3320777","33","22000","familiar","895000","casado","4","205968","2","19760402","0"
"3320796","33","19100","propia","350000","soltero","2","40000","0","19960926","0"
"3320797","33","26200","familiar","450000","union_libre","3","149000","2","19911003","1"
"3320820","33","47800","familiar","1000000","casado","3","106000","2","19890912","0"
"3320821","33","13400","familiar","600000","casado","2","90000","2","19620527","0"
"3320822","33","35000","familiar","500000","casado","2","135953","1","19740506","0"
"3320838","33","10400","propia","250000","soltero","2","75000","0","19730630","1"
"3320925","33","5300","familiar","275000","soltero","2","226000","1","19761014","0"
"3320926","33","18000","familiar","400000","casado","3","451000","2","19910109","1"
"3320992","33","15600","propia","250000","union_libre","1","50000","2","19900817","1"
"3321056","59","10600","familiar","300000","soltero","2","80077","2","19660210","0"
"3321057","33","32600","familiar","450000","casado","3","738490","3","19781011","0"
"3321090","33","15200","familiar","250000","casado","1","35000","2","19740805","0"
"3321108","33","39500","familiar","800000","casado","4","930580","2","19830616","0"
"3321160","33","16600","familiar","300000","casado","2","125000","3","19860117","1"
"3321162","33","14400","familiar","250000","casado","1","25000","1","19951003","0"
"3321163","33","11600","familiar","400000","casado","2","149697.21","1","19690905","0"
"3321174","33","19200","propia","250000","casado","2","80069","0","19700409","1"
"3321196","33","17000","familiar","350000","casado","3","114294","3","19810810","0"
"3321251","33","23100","familiar","450000","casado","2","105000","2","19671010","0"
"3321252","33","22400","familiar","250000","casado","5","261645","2","19840130","0"
"3321254","33","16700","familiar","300000","casado","0","0","0","19550207","0"
"332127","3","16000","familiar","280000","casado","6","188000","2","19830115","0"
"332128","3","27500","familiar","250000","casado","3","242158","0","19600623","1"
"3321300","33","17600","familiar","450000","casado","3","142730","2","19881222","0"
"3321342","33","12000","familiar","250000","casado","1","35000","0","19600915","0"
"3321346","41","47200","familiar","500000","casado","2","65903","4","19940929","0"
"3321471","33","13000","familiar","250000","casado","2","151139","2","19700726","0"
"3321473","33","18500","","250000","casado","1","105851","2","19871021","1"
"3321483","33","22200","familiar","400000","casado","0","0","0","19900624","1"
"3321484","33","11500","familiar","400000","casado","2","38000","0","19620629","0"
"3321485","33","32200","familiar","500000","union_libre","3","116597","0","19880523","0"
"3321498","33","13900","familiar","300000","casado","2","100000","2","19870605","0"
"3321526","33","8500","familiar","230000","soltero","0","0","1","19731025","1"
"3321570","33","45000","familiar","400000","casado","1","35000","1","19600916","0"
